customer_id,instrument_id,first_used,last_used,source
C07949,P06844,2025-06-01,2026-08-01,shared_cluster
C08213,P06844,2025-06-01,2026-08-01,shared_cluster
C03559,P07967,2025-06-01,2026-08-01,shared_cluster
C02178,P07967,2025-06-01,2026-08-01,shared_cluster
C06725,P07967,2025-06-01,2026-08-01,shared_cluster
C05394,P07967,2025-06-01,2026-08-01,shared_cluster
C05849,P07967,2025-06-01,2026-08-01,shared_cluster
C02962,P04908,2025-06-01,2026-08-01,shared_cluster
C03004,P04908,2025-06-01,2026-08-01,shared_cluster
C02974,P00266,2025-06-01,2026-08-01,shared_cluster
C00060,P00266,2025-06-01,2026-08-01,shared_cluster
C00864,P00266,2025-06-01,2026-08-01,shared_cluster
C04534,P06512,2025-06-01,2026-08-01,shared_cluster
C07282,P06512,2025-06-01,2026-08-01,shared_cluster
C09306,P06512,2025-06-01,2026-08-01,shared_cluster
C03674,P06512,2025-06-01,2026-08-01,shared_cluster
C00252,P06512,2025-06-01,2026-08-01,shared_cluster
C02127,P06512,2025-06-01,2026-08-01,shared_cluster
C07756,P03268,2025-06-01,2026-08-01,shared_cluster
C05001,P03268,2025-06-01,2026-08-01,shared_cluster
C09288,P03268,2025-06-01,2026-08-01,shared_cluster
C00825,P03268,2025-06-01,2026-08-01,shared_cluster
C01170,P03268,2025-06-01,2026-08-01,shared_cluster
C07336,P03268,2025-06-01,2026-08-01,shared_cluster
C04324,P06091,2025-06-01,2026-08-01,shared_cluster
C09565,P06091,2025-06-01,2026-08-01,shared_cluster
C02429,P06091,2025-06-01,2026-08-01,shared_cluster
C01076,P06091,2025-06-01,2026-08-01,shared_cluster
C08142,P06091,2025-06-01,2026-08-01,shared_cluster
C02160,P00479,2025-06-01,2026-08-01,shared_cluster
C06556,P00479,2025-06-01,2026-08-01,shared_cluster
C03853,P00479,2025-06-01,2026-08-01,shared_cluster
C00422,P08234,2025-06-01,2026-08-01,shared_cluster
C05607,P08234,2025-06-01,2026-08-01,shared_cluster
C04318,P08234,2025-06-01,2026-08-01,shared_cluster
C04893,P08234,2025-06-01,2026-08-01,shared_cluster
C02842,P05873,2025-06-01,2026-08-01,shared_cluster
C02848,P05873,2025-06-01,2026-08-01,shared_cluster
C00403,P05197,2025-06-01,2026-08-01,shared_cluster
C04367,P05197,2025-06-01,2026-08-01,shared_cluster
C08500,P05197,2025-06-01,2026-08-01,shared_cluster
C09195,P08833,2025-06-01,2026-08-01,shared_cluster
C09414,P08833,2025-06-01,2026-08-01,shared_cluster
C06460,P08833,2025-06-01,2026-08-01,shared_cluster
C00719,P08833,2025-06-01,2026-08-01,shared_cluster
C06788,P08833,2025-06-01,2026-08-01,shared_cluster
C00017,P00629,2025-06-01,2026-08-01,shared_cluster
C05658,P00629,2025-06-01,2026-08-01,shared_cluster
C05376,P00148,2025-06-01,2026-08-01,shared_cluster
C04458,P00148,2025-06-01,2026-08-01,shared_cluster
C03273,P00148,2025-06-01,2026-08-01,shared_cluster
C06753,P07125,2025-06-01,2026-08-01,shared_cluster
C07583,P07125,2025-06-01,2026-08-01,shared_cluster
C05056,P00036,2025-06-01,2026-08-01,shared_cluster
C08317,P00036,2025-06-01,2026-08-01,shared_cluster
C06239,P05597,2025-06-01,2026-08-01,shared_cluster
C00733,P05597,2025-06-01,2026-08-01,shared_cluster
C06189,P09137,2025-06-01,2026-08-01,shared_cluster
C06777,P09137,2025-06-01,2026-08-01,shared_cluster
C01927,P04448,2025-06-01,2026-08-01,shared_cluster
C01007,P04448,2025-06-01,2026-08-01,shared_cluster
C07362,P04448,2025-06-01,2026-08-01,shared_cluster
C05516,P04448,2025-06-01,2026-08-01,shared_cluster
C08792,P04448,2025-06-01,2026-08-01,shared_cluster
C09546,P01668,2025-06-01,2026-08-01,shared_cluster
C00072,P01668,2025-06-01,2026-08-01,shared_cluster
C00097,P01668,2025-06-01,2026-08-01,shared_cluster
C00368,P01668,2025-06-01,2026-08-01,shared_cluster
C01022,P01668,2025-06-01,2026-08-01,shared_cluster
C09226,P02129,2025-06-01,2026-08-01,shared_cluster
C09452,P02129,2025-06-01,2026-08-01,shared_cluster
C00485,P02129,2025-06-01,2026-08-01,shared_cluster
C05604,P02129,2025-06-01,2026-08-01,shared_cluster
C00423,P02129,2025-06-01,2026-08-01,shared_cluster
C00486,P04009,2025-06-01,2026-08-01,shared_cluster
C06716,P04009,2025-06-01,2026-08-01,shared_cluster
C09136,P06050,2025-06-01,2026-08-01,shared_cluster
C00853,P06050,2025-06-01,2026-08-01,shared_cluster
C01545,P06050,2025-06-01,2026-08-01,shared_cluster
C03716,P06050,2025-06-01,2026-08-01,shared_cluster
C05267,P09489,2025-06-01,2026-08-01,shared_cluster
C02344,P09489,2025-06-01,2026-08-01,shared_cluster
C08637,P09489,2025-06-01,2026-08-01,shared_cluster
C08444,P09489,2025-06-01,2026-08-01,shared_cluster
C02538,P09489,2025-06-01,2026-08-01,shared_cluster
C06101,P04126,2025-06-01,2026-08-01,shared_cluster
C06583,P04126,2025-06-01,2026-08-01,shared_cluster
C01254,P04126,2025-06-01,2026-08-01,shared_cluster
C09030,P04126,2025-06-01,2026-08-01,shared_cluster
C05779,P04126,2025-06-01,2026-08-01,shared_cluster
C08064,P05331,2025-06-01,2026-08-01,shared_cluster
C02414,P05331,2025-06-01,2026-08-01,shared_cluster
C01132,P05331,2025-06-01,2026-08-01,shared_cluster
C04009,P05331,2025-06-01,2026-08-01,shared_cluster
C04883,P05331,2025-06-01,2026-08-01,shared_cluster
C09701,P09522,2025-06-01,2026-08-01,shared_cluster
C06188,P09522,2025-06-01,2026-08-01,shared_cluster
C09323,P09522,2025-06-01,2026-08-01,shared_cluster
C06894,P09522,2025-06-01,2026-08-01,shared_cluster
C05202,P09522,2025-06-01,2026-08-01,shared_cluster
C02462,P09522,2025-06-01,2026-08-01,shared_cluster
C02952,P07022,2025-06-01,2026-08-01,shared_cluster
C06776,P07022,2025-06-01,2026-08-01,shared_cluster
C03335,P07022,2025-06-01,2026-08-01,shared_cluster
C08586,P07022,2025-06-01,2026-08-01,shared_cluster
C01334,P08728,2025-06-01,2026-08-01,shared_cluster
C09354,P08728,2025-06-01,2026-08-01,shared_cluster
C03555,P08728,2025-06-01,2026-08-01,shared_cluster
C09179,P08728,2025-06-01,2026-08-01,shared_cluster
C08623,P06134,2025-06-01,2026-08-01,shared_cluster
C03520,P06134,2025-06-01,2026-08-01,shared_cluster
C09890,P06134,2025-06-01,2026-08-01,shared_cluster
C02947,P06134,2025-06-01,2026-08-01,shared_cluster
C04516,P06487,2025-06-01,2026-08-01,shared_cluster
C02372,P06487,2025-06-01,2026-08-01,shared_cluster
C03318,P06487,2025-06-01,2026-08-01,shared_cluster
C07611,P06487,2025-06-01,2026-08-01,shared_cluster
C06367,P06487,2025-06-01,2026-08-01,shared_cluster
C09351,P09185,2025-06-01,2026-08-01,shared_cluster
C08391,P09185,2025-06-01,2026-08-01,shared_cluster
C05221,P04229,2025-06-01,2026-08-01,shared_cluster
C07037,P04229,2025-06-01,2026-08-01,shared_cluster
C06120,P04229,2025-06-01,2026-08-01,shared_cluster
C02314,P04229,2025-06-01,2026-08-01,shared_cluster
C08138,P04229,2025-06-01,2026-08-01,shared_cluster
C05226,P04229,2025-06-01,2026-08-01,shared_cluster
C00173,P09144,2025-06-01,2026-08-01,shared_cluster
C01340,P09144,2025-06-01,2026-08-01,shared_cluster
C04262,P09144,2025-06-01,2026-08-01,shared_cluster
C06888,P09144,2025-06-01,2026-08-01,shared_cluster
C07326,P09144,2025-06-01,2026-08-01,shared_cluster
C02406,P09144,2025-06-01,2026-08-01,shared_cluster
C04538,P08092,2025-06-01,2026-08-01,shared_cluster
C06033,P08092,2025-06-01,2026-08-01,shared_cluster
C01095,P08092,2025-06-01,2026-08-01,shared_cluster
C08847,P08092,2025-06-01,2026-08-01,shared_cluster
C00952,P08092,2025-06-01,2026-08-01,shared_cluster
C09343,P08092,2025-06-01,2026-08-01,shared_cluster
C01210,P05838,2025-06-01,2026-08-01,shared_cluster
C04023,P05838,2025-06-01,2026-08-01,shared_cluster
C06163,P05838,2025-06-01,2026-08-01,shared_cluster
C06043,P02254,2025-06-01,2026-08-01,shared_cluster
C06603,P02254,2025-06-01,2026-08-01,shared_cluster
C07881,P02254,2025-06-01,2026-08-01,shared_cluster
C02054,P08673,2025-06-01,2026-08-01,shared_cluster
C03057,P08673,2025-06-01,2026-08-01,shared_cluster
C05619,P08673,2025-06-01,2026-08-01,shared_cluster
C02887,P08673,2025-06-01,2026-08-01,shared_cluster
C03740,P08673,2025-06-01,2026-08-01,shared_cluster
C02402,P08673,2025-06-01,2026-08-01,shared_cluster
C07530,P05113,2025-06-01,2026-08-01,shared_cluster
C04573,P05113,2025-06-01,2026-08-01,shared_cluster
C05383,P05113,2025-06-01,2026-08-01,shared_cluster
C05546,P02492,2025-06-01,2026-08-01,shared_cluster
C03002,P02492,2025-06-01,2026-08-01,shared_cluster
C07452,P02492,2025-06-01,2026-08-01,shared_cluster
C08882,P00190,2025-06-01,2026-08-01,shared_cluster
C02255,P00190,2025-06-01,2026-08-01,shared_cluster
C08021,P00190,2025-06-01,2026-08-01,shared_cluster
C06807,P00190,2025-06-01,2026-08-01,shared_cluster
C03526,P08466,2025-06-01,2026-08-01,shared_cluster
C05420,P08466,2025-06-01,2026-08-01,shared_cluster
C08086,P08466,2025-06-01,2026-08-01,shared_cluster
C09474,P02650,2025-06-01,2026-08-01,shared_cluster
C03766,P02650,2025-06-01,2026-08-01,shared_cluster
C08032,P02650,2025-06-01,2026-08-01,shared_cluster
C05453,P02650,2025-06-01,2026-08-01,shared_cluster
C03153,P02650,2025-06-01,2026-08-01,shared_cluster
C08620,P02650,2025-06-01,2026-08-01,shared_cluster
C02078,P00744,2025-06-01,2026-08-01,shared_cluster
C06550,P00744,2025-06-01,2026-08-01,shared_cluster
C06049,P00744,2025-06-01,2026-08-01,shared_cluster
C07116,P00744,2025-06-01,2026-08-01,shared_cluster
C05059,P00744,2025-06-01,2026-08-01,shared_cluster
C08322,P02839,2025-06-01,2026-08-01,shared_cluster
C01288,P02839,2025-06-01,2026-08-01,shared_cluster
C03105,P02839,2025-06-01,2026-08-01,shared_cluster
C05953,P02839,2025-06-01,2026-08-01,shared_cluster
C02263,P02839,2025-06-01,2026-08-01,shared_cluster
C02476,P02839,2025-06-01,2026-08-01,shared_cluster
C02365,P06180,2025-06-01,2026-08-01,shared_cluster
C09488,P06180,2025-06-01,2026-08-01,shared_cluster
C05718,P06180,2025-06-01,2026-08-01,shared_cluster
C07914,P06180,2025-06-01,2026-08-01,shared_cluster
C05120,P09596,2025-06-01,2026-08-01,shared_cluster
C08848,P09596,2025-06-01,2026-08-01,shared_cluster
C05494,P09596,2025-06-01,2026-08-01,shared_cluster
C01675,P09596,2025-06-01,2026-08-01,shared_cluster
C05129,P09596,2025-06-01,2026-08-01,shared_cluster
C04310,P00606,2025-06-01,2026-08-01,shared_cluster
C04400,P00606,2025-06-01,2026-08-01,shared_cluster
C09589,P00606,2025-06-01,2026-08-01,shared_cluster
C04470,P00606,2025-06-01,2026-08-01,shared_cluster
C04357,P00606,2025-06-01,2026-08-01,shared_cluster
C04828,P01104,2025-06-01,2026-08-01,shared_cluster
C02774,P01104,2025-06-01,2026-08-01,shared_cluster
C01231,P01104,2025-06-01,2026-08-01,shared_cluster
C08857,P01104,2025-06-01,2026-08-01,shared_cluster
C04712,P01104,2025-06-01,2026-08-01,shared_cluster
C09555,P02480,2025-06-01,2026-08-01,shared_cluster
C07509,P02480,2025-06-01,2026-08-01,shared_cluster
C03050,P02480,2025-06-01,2026-08-01,shared_cluster
C02411,P08748,2025-06-01,2026-08-01,shared_cluster
C07412,P08748,2025-06-01,2026-08-01,shared_cluster
C05028,P01416,2025-06-01,2026-08-01,shared_cluster
C06813,P01416,2025-06-01,2026-08-01,shared_cluster
C00584,P01416,2025-06-01,2026-08-01,shared_cluster
C07954,P01416,2025-06-01,2026-08-01,shared_cluster
C08563,P01416,2025-06-01,2026-08-01,shared_cluster
C05098,P01416,2025-06-01,2026-08-01,shared_cluster
C09757,P06921,2025-06-01,2026-08-01,shared_cluster
C05110,P06921,2025-06-01,2026-08-01,shared_cluster
C02873,P06921,2025-06-01,2026-08-01,shared_cluster
C09629,P06921,2025-06-01,2026-08-01,shared_cluster
C08495,P06921,2025-06-01,2026-08-01,shared_cluster
C02858,P04400,2025-06-01,2026-08-01,shared_cluster
C08015,P04400,2025-06-01,2026-08-01,shared_cluster
C02670,P04400,2025-06-01,2026-08-01,shared_cluster
C08909,P04400,2025-06-01,2026-08-01,shared_cluster
C04882,P04400,2025-06-01,2026-08-01,shared_cluster
C09420,P03730,2025-06-01,2026-08-01,shared_cluster
C00777,P03730,2025-06-01,2026-08-01,shared_cluster
C09870,P03730,2025-06-01,2026-08-01,shared_cluster
C07368,P05106,2025-06-01,2026-08-01,shared_cluster
C02252,P05106,2025-06-01,2026-08-01,shared_cluster
C00249,P05106,2025-06-01,2026-08-01,shared_cluster
C09949,P05106,2025-06-01,2026-08-01,shared_cluster
C06088,P05106,2025-06-01,2026-08-01,shared_cluster
C04288,P05106,2025-06-01,2026-08-01,shared_cluster
C04568,P07545,2025-06-01,2026-08-01,shared_cluster
C00601,P07545,2025-06-01,2026-08-01,shared_cluster
C06129,P07545,2025-06-01,2026-08-01,shared_cluster
C04770,P07545,2025-06-01,2026-08-01,shared_cluster
C09787,P07545,2025-06-01,2026-08-01,shared_cluster
C08954,P09731,2025-06-01,2026-08-01,shared_cluster
C08043,P09731,2025-06-01,2026-08-01,shared_cluster
C02083,P09731,2025-06-01,2026-08-01,shared_cluster
C00633,P09731,2025-06-01,2026-08-01,shared_cluster
C09777,P09731,2025-06-01,2026-08-01,shared_cluster
C04926,P09731,2025-06-01,2026-08-01,shared_cluster
C00475,P01365,2025-06-01,2026-08-01,shared_cluster
C08527,P01365,2025-06-01,2026-08-01,shared_cluster
C07036,P01365,2025-06-01,2026-08-01,shared_cluster
C05945,P01365,2025-06-01,2026-08-01,shared_cluster
C07846,P04196,2025-06-01,2026-08-01,shared_cluster
C07741,P04196,2025-06-01,2026-08-01,shared_cluster
C03964,P04196,2025-06-01,2026-08-01,shared_cluster
C00100,P04196,2025-06-01,2026-08-01,shared_cluster
C09093,P04196,2025-06-01,2026-08-01,shared_cluster
C05500,P03153,2025-06-01,2026-08-01,shared_cluster
C06646,P03153,2025-06-01,2026-08-01,shared_cluster
C08432,P03153,2025-06-01,2026-08-01,shared_cluster
C04555,P03153,2025-06-01,2026-08-01,shared_cluster
C07345,P05488,2025-06-01,2026-08-01,shared_cluster
C01936,P05488,2025-06-01,2026-08-01,shared_cluster
C01262,P05488,2025-06-01,2026-08-01,shared_cluster
C00404,P05488,2025-06-01,2026-08-01,shared_cluster
C02710,P05488,2025-06-01,2026-08-01,shared_cluster
C02016,P01214,2025-06-01,2026-08-01,shared_cluster
C01078,P01214,2025-06-01,2026-08-01,shared_cluster
C06310,P08629,2025-06-01,2026-08-01,shared_cluster
C03303,P08629,2025-06-01,2026-08-01,shared_cluster
C00396,P08629,2025-06-01,2026-08-01,shared_cluster
C01390,P00651,2025-06-01,2026-08-01,shared_cluster
C05543,P00651,2025-06-01,2026-08-01,shared_cluster
C09698,P05891,2025-06-01,2026-08-01,shared_cluster
C07737,P05891,2025-06-01,2026-08-01,shared_cluster
C09252,P05891,2025-06-01,2026-08-01,shared_cluster
C00514,P05891,2025-06-01,2026-08-01,shared_cluster
C09109,P00957,2025-06-01,2026-08-01,shared_cluster
C05195,P00957,2025-06-01,2026-08-01,shared_cluster
C08320,P00957,2025-06-01,2026-08-01,shared_cluster
C02753,P00957,2025-06-01,2026-08-01,shared_cluster
C07764,P00957,2025-06-01,2026-08-01,shared_cluster
C06166,P01015,2025-06-01,2026-08-01,shared_cluster
C07745,P01015,2025-06-01,2026-08-01,shared_cluster
C06639,P01015,2025-06-01,2026-08-01,shared_cluster
C04448,P01015,2025-06-01,2026-08-01,shared_cluster
C03812,P01015,2025-06-01,2026-08-01,shared_cluster
C07562,P05762,2025-06-01,2026-08-01,shared_cluster
C03281,P05762,2025-06-01,2026-08-01,shared_cluster
C05727,P05762,2025-06-01,2026-08-01,shared_cluster
C04953,P05762,2025-06-01,2026-08-01,shared_cluster
C00389,P05762,2025-06-01,2026-08-01,shared_cluster
C01290,P00929,2025-06-01,2026-08-01,shared_cluster
C08127,P00929,2025-06-01,2026-08-01,shared_cluster
C04512,P00844,2025-06-01,2026-08-01,shared_cluster
C05102,P00844,2025-06-01,2026-08-01,shared_cluster
C04995,P00844,2025-06-01,2026-08-01,shared_cluster
C05927,P00844,2025-06-01,2026-08-01,shared_cluster
C02760,P00844,2025-06-01,2026-08-01,shared_cluster
C01717,P04823,2025-06-01,2026-08-01,shared_cluster
C09705,P04823,2025-06-01,2026-08-01,shared_cluster
C08659,P04823,2025-06-01,2026-08-01,shared_cluster
C03042,P04823,2025-06-01,2026-08-01,shared_cluster
C06543,P08235,2025-06-01,2026-08-01,shared_cluster
C07261,P08235,2025-06-01,2026-08-01,shared_cluster
C00560,P08235,2025-06-01,2026-08-01,shared_cluster
C06167,P08235,2025-06-01,2026-08-01,shared_cluster
C05357,P04286,2025-06-01,2026-08-01,shared_cluster
C04130,P04286,2025-06-01,2026-08-01,shared_cluster
C08365,P04286,2025-06-01,2026-08-01,shared_cluster
C07497,P08918,2025-06-01,2026-08-01,shared_cluster
C08648,P08918,2025-06-01,2026-08-01,shared_cluster
C05664,P08918,2025-06-01,2026-08-01,shared_cluster
C06484,P07087,2025-06-01,2026-08-01,shared_cluster
C01567,P07087,2025-06-01,2026-08-01,shared_cluster
C03899,P02659,2025-06-01,2026-08-01,shared_cluster
C01524,P02659,2025-06-01,2026-08-01,shared_cluster
C09656,P02659,2025-06-01,2026-08-01,shared_cluster
C00658,P02659,2025-06-01,2026-08-01,shared_cluster
C05560,P02538,2025-06-01,2026-08-01,shared_cluster
C04984,P02538,2025-06-01,2026-08-01,shared_cluster
C04237,P02538,2025-06-01,2026-08-01,shared_cluster
C09481,P02538,2025-06-01,2026-08-01,shared_cluster
C04594,P08115,2025-06-01,2026-08-01,shared_cluster
C05688,P08115,2025-06-01,2026-08-01,shared_cluster
C06803,P08115,2025-06-01,2026-08-01,shared_cluster
C06452,P08115,2025-06-01,2026-08-01,shared_cluster
C02595,P01779,2025-06-01,2026-08-01,shared_cluster
C07468,P01779,2025-06-01,2026-08-01,shared_cluster
C06069,P01779,2025-06-01,2026-08-01,shared_cluster
C00094,P01779,2025-06-01,2026-08-01,shared_cluster
C02354,P05763,2025-06-01,2026-08-01,shared_cluster
C05005,P05763,2025-06-01,2026-08-01,shared_cluster
C08842,P05763,2025-06-01,2026-08-01,shared_cluster
C04727,P03664,2025-06-01,2026-08-01,shared_cluster
C02485,P03664,2025-06-01,2026-08-01,shared_cluster
C08669,P03664,2025-06-01,2026-08-01,shared_cluster
C03649,P03664,2025-06-01,2026-08-01,shared_cluster
C06641,P03664,2025-06-01,2026-08-01,shared_cluster
C02339,P03664,2025-06-01,2026-08-01,shared_cluster
C02042,P03065,2025-06-01,2026-08-01,shared_cluster
C00274,P03065,2025-06-01,2026-08-01,shared_cluster
C06601,P03065,2025-06-01,2026-08-01,shared_cluster
C08218,P03065,2025-06-01,2026-08-01,shared_cluster
C07432,P01449,2025-06-01,2026-08-01,shared_cluster
C06272,P01449,2025-06-01,2026-08-01,shared_cluster
C01333,P01449,2025-06-01,2026-08-01,shared_cluster
C05889,P06510,2025-06-01,2026-08-01,shared_cluster
C01233,P06510,2025-06-01,2026-08-01,shared_cluster
C07299,P06510,2025-06-01,2026-08-01,shared_cluster
C09311,P06510,2025-06-01,2026-08-01,shared_cluster
C02813,P06510,2025-06-01,2026-08-01,shared_cluster
C08319,P06510,2025-06-01,2026-08-01,shared_cluster
C02599,P07195,2025-06-01,2026-08-01,shared_cluster
C03480,P07195,2025-06-01,2026-08-01,shared_cluster
C01242,P07195,2025-06-01,2026-08-01,shared_cluster
C00851,P07195,2025-06-01,2026-08-01,shared_cluster
C07852,P07195,2025-06-01,2026-08-01,shared_cluster
C02085,P07195,2025-06-01,2026-08-01,shared_cluster
C08793,P02228,2025-06-01,2026-08-01,shared_cluster
C02290,P02228,2025-06-01,2026-08-01,shared_cluster
C04856,P02228,2025-06-01,2026-08-01,shared_cluster
C01269,P02228,2025-06-01,2026-08-01,shared_cluster
C09782,P07475,2025-06-01,2026-08-01,shared_cluster
C01355,P07475,2025-06-01,2026-08-01,shared_cluster
C09476,P07475,2025-06-01,2026-08-01,shared_cluster
C07863,P07475,2025-06-01,2026-08-01,shared_cluster
C05641,P07475,2025-06-01,2026-08-01,shared_cluster
C04196,P07475,2025-06-01,2026-08-01,shared_cluster
C08520,P07741,2025-06-01,2026-08-01,shared_cluster
C06470,P07741,2025-06-01,2026-08-01,shared_cluster
C08048,P07741,2025-06-01,2026-08-01,shared_cluster
C05706,P07741,2025-06-01,2026-08-01,shared_cluster
C03328,P07741,2025-06-01,2026-08-01,shared_cluster
C04864,P09348,2025-06-01,2026-08-01,shared_cluster
C00742,P09348,2025-06-01,2026-08-01,shared_cluster
C02940,P09348,2025-06-01,2026-08-01,shared_cluster
C05690,P01193,2025-06-01,2026-08-01,shared_cluster
C09325,P01193,2025-06-01,2026-08-01,shared_cluster
C03971,P01193,2025-06-01,2026-08-01,shared_cluster
C00743,P01193,2025-06-01,2026-08-01,shared_cluster
C05002,P01193,2025-06-01,2026-08-01,shared_cluster
C01481,P04564,2025-06-01,2026-08-01,shared_cluster
C05644,P04564,2025-06-01,2026-08-01,shared_cluster
C00737,P04564,2025-06-01,2026-08-01,shared_cluster
C00883,P08171,2025-06-01,2026-08-01,shared_cluster
C03457,P08171,2025-06-01,2026-08-01,shared_cluster
C01393,P08171,2025-06-01,2026-08-01,shared_cluster
C02113,P08171,2025-06-01,2026-08-01,shared_cluster
C05212,P08171,2025-06-01,2026-08-01,shared_cluster
C01522,P03557,2025-06-01,2026-08-01,shared_cluster
C04905,P03557,2025-06-01,2026-08-01,shared_cluster
C05680,P03557,2025-06-01,2026-08-01,shared_cluster
C07942,P03557,2025-06-01,2026-08-01,shared_cluster
C02046,P03557,2025-06-01,2026-08-01,shared_cluster
C00432,P02418,2025-06-01,2026-08-01,shared_cluster
C05354,P02418,2025-06-01,2026-08-01,shared_cluster
C05284,P02418,2025-06-01,2026-08-01,shared_cluster
C02757,P02418,2025-06-01,2026-08-01,shared_cluster
C08967,P02418,2025-06-01,2026-08-01,shared_cluster
C03437,P04516,2025-06-01,2026-08-01,shared_cluster
C08435,P04516,2025-06-01,2026-08-01,shared_cluster
C06213,P04516,2025-06-01,2026-08-01,shared_cluster
C03266,P04516,2025-06-01,2026-08-01,shared_cluster
C08948,P04516,2025-06-01,2026-08-01,shared_cluster
C06736,P04516,2025-06-01,2026-08-01,shared_cluster
C00159,P03002,2025-06-01,2026-08-01,shared_cluster
C04651,P03002,2025-06-01,2026-08-01,shared_cluster
C01064,P03002,2025-06-01,2026-08-01,shared_cluster
C00678,P03002,2025-06-01,2026-08-01,shared_cluster
C02639,P05810,2025-06-01,2026-08-01,shared_cluster
C09679,P05810,2025-06-01,2026-08-01,shared_cluster
C05285,P05810,2025-06-01,2026-08-01,shared_cluster
C07071,P05810,2025-06-01,2026-08-01,shared_cluster
C05325,P05810,2025-06-01,2026-08-01,shared_cluster
C06847,P09823,2025-06-01,2026-08-01,shared_cluster
C09799,P09823,2025-06-01,2026-08-01,shared_cluster
C04811,P09823,2025-06-01,2026-08-01,shared_cluster
C03329,P09823,2025-06-01,2026-08-01,shared_cluster
C03657,P08184,2025-06-01,2026-08-01,shared_cluster
C04778,P08184,2025-06-01,2026-08-01,shared_cluster
C03961,P08184,2025-06-01,2026-08-01,shared_cluster
C06184,P08184,2025-06-01,2026-08-01,shared_cluster
C07460,P08184,2025-06-01,2026-08-01,shared_cluster
C06368,P08184,2025-06-01,2026-08-01,shared_cluster
C06491,P04673,2025-06-01,2026-08-01,shared_cluster
C09067,P04673,2025-06-01,2026-08-01,shared_cluster
C07813,P04673,2025-06-01,2026-08-01,shared_cluster
C04065,P04673,2025-06-01,2026-08-01,shared_cluster
C02734,P03315,2025-06-01,2026-08-01,shared_cluster
C07578,P03315,2025-06-01,2026-08-01,shared_cluster
C06812,P03315,2025-06-01,2026-08-01,shared_cluster
C01251,P03315,2025-06-01,2026-08-01,shared_cluster
C02437,P03315,2025-06-01,2026-08-01,shared_cluster
C09023,P03315,2025-06-01,2026-08-01,shared_cluster
C08434,P09275,2025-06-01,2026-08-01,shared_cluster
C07140,P09275,2025-06-01,2026-08-01,shared_cluster
C04849,P09275,2025-06-01,2026-08-01,shared_cluster
C01026,P05111,2025-06-01,2026-08-01,shared_cluster
C07606,P05111,2025-06-01,2026-08-01,shared_cluster
C02327,P05111,2025-06-01,2026-08-01,shared_cluster
C00668,P05111,2025-06-01,2026-08-01,shared_cluster
C00896,P05111,2025-06-01,2026-08-01,shared_cluster
C02398,P05972,2025-06-01,2026-08-01,shared_cluster
C00193,P05972,2025-06-01,2026-08-01,shared_cluster
C03366,P05972,2025-06-01,2026-08-01,shared_cluster
C03017,P05972,2025-06-01,2026-08-01,shared_cluster
C04203,P07511,2025-06-01,2026-08-01,shared_cluster
C03030,P07511,2025-06-01,2026-08-01,shared_cluster
C01805,P07511,2025-06-01,2026-08-01,shared_cluster
C02196,P07511,2025-06-01,2026-08-01,shared_cluster
C08302,P07511,2025-06-01,2026-08-01,shared_cluster
C09847,P07511,2025-06-01,2026-08-01,shared_cluster
C00062,P04237,2025-06-01,2026-08-01,shared_cluster
C03428,P04237,2025-06-01,2026-08-01,shared_cluster
C02515,P04237,2025-06-01,2026-08-01,shared_cluster
C05345,P04237,2025-06-01,2026-08-01,shared_cluster
C02316,P04237,2025-06-01,2026-08-01,shared_cluster
C07552,P05961,2025-06-01,2026-08-01,shared_cluster
C06930,P05961,2025-06-01,2026-08-01,shared_cluster
C04959,P05961,2025-06-01,2026-08-01,shared_cluster
C00731,P05961,2025-06-01,2026-08-01,shared_cluster
C05894,P04316,2025-06-01,2026-08-01,shared_cluster
C07125,P04316,2025-06-01,2026-08-01,shared_cluster
C00927,P04316,2025-06-01,2026-08-01,shared_cluster
C05823,P04316,2025-06-01,2026-08-01,shared_cluster
C07757,P04316,2025-06-01,2026-08-01,shared_cluster
C00875,P04316,2025-06-01,2026-08-01,shared_cluster
C05988,P05062,2025-06-01,2026-08-01,shared_cluster
C08139,P05062,2025-06-01,2026-08-01,shared_cluster
C03864,P01690,2025-06-01,2026-08-01,shared_cluster
C01640,P01690,2025-06-01,2026-08-01,shared_cluster
C05408,P00473,2025-06-01,2026-08-01,shared_cluster
C08915,P00473,2025-06-01,2026-08-01,shared_cluster
C07067,P00473,2025-06-01,2026-08-01,shared_cluster
C07054,P02216,2025-06-01,2026-08-01,shared_cluster
C07253,P02216,2025-06-01,2026-08-01,shared_cluster
C03824,P02216,2025-06-01,2026-08-01,shared_cluster
C02238,P02216,2025-06-01,2026-08-01,shared_cluster
C01752,P02210,2025-06-01,2026-08-01,shared_cluster
C09347,P02210,2025-06-01,2026-08-01,shared_cluster
C01883,P02210,2025-06-01,2026-08-01,shared_cluster
C08991,P02210,2025-06-01,2026-08-01,shared_cluster
C04532,P02210,2025-06-01,2026-08-01,shared_cluster
C02981,P02210,2025-06-01,2026-08-01,shared_cluster
C01183,P07958,2025-06-01,2026-08-01,shared_cluster
C08353,P07958,2025-06-01,2026-08-01,shared_cluster
C09686,P07958,2025-06-01,2026-08-01,shared_cluster
C00517,P07958,2025-06-01,2026-08-01,shared_cluster
C01401,P07958,2025-06-01,2026-08-01,shared_cluster
