chargeback_id,txn_id,filed_at,reason_code,outcome
CB0047588,T0047588,2026-06-27 00:22:00,fraud,won
CB0047601,T0047601,2026-02-03 09:33:00,credit_not_processed,pending
CB0047667,T0047667,2026-06-29 01:07:00,fraud,lost
CB0047677,T0047677,2026-06-15 00:30:00,duplicate,won
CB0047696,T0047696,2026-01-25 07:35:00,duplicate,lost
CB0047738,T0047738,2026-01-30 09:55:00,credit_not_processed,lost
CB0047760,T0047760,2026-04-08 11:16:00,product_not_received,pending
CB0047779,T0047779,2026-04-15 08:17:00,product_not_received,won
CB0047793,T0047793,2026-05-15 01:24:00,duplicate,lost
CB0047819,T0047819,2026-02-24 03:29:00,fraud,lost
CB0047853,T0047853,2026-03-14 16:47:00,duplicate,lost
CB0047890,T0047890,2026-05-20 13:58:00,duplicate,lost
CB0047917,T0047917,2026-04-23 04:04:00,fraud,won
CB0047970,T0047970,2026-06-16 12:31:00,fraud,won
CB0047997,T0047997,2026-03-10 12:17:00,product_not_received,pending
CB0048053,T0048053,2026-04-23 16:16:00,credit_not_processed,won
CB0048068,T0048068,2026-03-23 05:48:00,duplicate,lost
CB0048094,T0048094,2026-06-01 07:46:00,product_not_received,pending
CB0048157,T0048157,2026-05-25 12:06:00,credit_not_processed,won
CB0048188,T0048188,2026-06-05 01:21:00,product_not_received,lost
CB0048224,T0048224,2026-06-01 00:08:00,product_not_received,won
CB0048261,T0048261,2026-05-08 13:32:00,duplicate,pending
CB0048338,T0048338,2026-06-04 00:32:00,credit_not_processed,pending
CB0048394,T0048394,2026-04-29 13:03:00,duplicate,lost
CB0048415,T0048415,2026-05-18 14:57:00,credit_not_processed,lost
CB0048467,T0048467,2026-04-11 05:30:00,credit_not_processed,won
CB0048483,T0048483,2026-06-29 00:48:00,fraud,lost
CB0048503,T0048503,2026-06-12 08:11:00,product_not_received,pending
CB0048559,T0048559,2026-07-05 00:24:00,credit_not_processed,lost
CB0048657,T0048657,2026-04-23 10:44:00,duplicate,pending
CB0048687,T0048687,2026-04-13 22:39:00,product_not_received,lost
CB0048717,T0048717,2026-01-02 03:44:00,fraud,lost
CB0048770,T0048770,2026-06-14 20:47:00,product_not_received,pending
CB0048792,T0048792,2026-06-02 00:56:00,fraud,pending
CB0048925,T0048925,2026-04-24 02:58:00,product_not_received,won
CB0048959,T0048959,2026-03-09 00:34:00,credit_not_processed,lost
CB0048987,T0048987,2026-04-08 00:33:00,fraud,won
CB0049030,T0049030,2026-04-06 11:57:00,fraud,lost
CB0049059,T0049059,2026-07-16 08:33:00,credit_not_processed,won
CB0049067,T0049067,2026-02-08 07:50:00,product_not_received,pending
CB0049115,T0049115,2026-07-28 19:10:00,product_not_received,won
CB0049117,T0049117,2026-06-27 23:10:00,duplicate,pending
CB0049134,T0049134,2026-03-20 11:13:00,product_not_received,won
CB0049212,T0049212,2026-01-25 22:07:00,credit_not_processed,lost
CB0049218,T0049218,2026-05-10 16:39:00,fraud,won
CB0049251,T0049251,2026-05-12 14:33:00,fraud,lost
CB0049255,T0049255,2026-03-03 17:22:00,product_not_received,won
CB0049286,T0049286,2026-02-17 00:52:00,duplicate,lost
CB0049308,T0049308,2026-05-01 00:41:00,product_not_received,won
CB0049367,T0049367,2026-01-19 09:11:00,product_not_received,pending
CB0049413,T0049413,2026-05-26 12:17:00,credit_not_processed,lost
CB0049425,T0049425,2026-03-01 13:01:00,duplicate,lost
CB0049454,T0049454,2026-05-31 03:38:00,duplicate,lost
CB0049489,T0049489,2026-04-14 16:44:00,fraud,won
CB0049547,T0049547,2026-02-05 23:49:00,credit_not_processed,lost
CB0049551,T0049551,2026-05-10 11:52:00,credit_not_processed,won
CB0049571,T0049571,2026-05-30 09:53:00,duplicate,won
CB0049604,T0049604,2026-07-25 05:10:00,duplicate,lost
CB0049614,T0049614,2026-04-22 09:42:00,duplicate,won
CB0049637,T0049637,2026-06-03 17:37:00,credit_not_processed,lost
CB0049653,T0049653,2026-03-26 23:14:00,credit_not_processed,lost
CB0049659,T0049659,2026-02-08 11:42:00,fraud,pending
CB0049699,T0049699,2026-01-11 10:51:00,fraud,pending
CB0049711,T0049711,2026-05-05 00:15:00,duplicate,pending
CB0049753,T0049753,2026-06-01 19:16:00,credit_not_processed,won
CB0049762,T0049762,2026-06-07 00:32:00,duplicate,won
CB0049770,T0049770,2026-02-12 00:56:00,product_not_received,pending
CB0049772,T0049772,2026-05-14 12:06:00,product_not_received,lost
CB0049797,T0049797,2026-06-13 18:58:00,credit_not_processed,pending
CB0049798,T0049798,2026-06-19 17:26:00,product_not_received,won
CB0049862,T0049862,2026-03-30 17:29:00,duplicate,won
CB0049905,T0049905,2026-06-20 22:46:00,credit_not_processed,pending
CB0049913,T0049913,2026-03-27 01:02:00,duplicate,won
CB0049914,T0049914,2026-02-18 00:31:00,product_not_received,lost
CB0049964,T0049964,2026-05-16 21:22:00,credit_not_processed,pending
CB0049993,T0049993,2026-03-05 11:51:00,credit_not_processed,pending
CB0049999,T0049999,2026-08-04 21:26:00,credit_not_processed,pending
CB0050047,T0050047,2026-05-12 07:33:00,duplicate,won
CB0050059,T0050059,2026-07-07 05:43:00,duplicate,won
CB0050071,T0050071,2026-06-13 00:56:00,credit_not_processed,won
CB0050075,T0050075,2026-03-16 07:20:00,duplicate,won
CB0050126,T0050126,2026-07-07 00:26:00,fraud,lost
CB0050149,T0050149,2026-01-25 13:45:00,duplicate,pending
CB0050240,T0050240,2026-07-13 03:16:00,credit_not_processed,lost
CB0050264,T0050264,2026-04-22 00:01:00,credit_not_processed,won
CB0050273,T0050273,2026-04-20 00:07:00,product_not_received,won
CB0050284,T0050284,2026-05-18 06:56:00,fraud,won
CB0050290,T0050290,2026-04-22 17:52:00,product_not_received,won
CB0050320,T0050320,2026-01-19 01:47:00,fraud,pending
CB0050370,T0050370,2026-05-21 14:03:00,product_not_received,pending
CB0050388,T0050388,2026-04-09 22:02:00,product_not_received,pending
CB0050394,T0050394,2026-05-01 08:01:00,duplicate,pending
CB0050433,T0050433,2026-02-10 00:56:00,fraud,pending
CB0050466,T0050466,2026-06-21 11:53:00,fraud,pending
CB0050495,T0050495,2026-06-26 07:42:00,fraud,pending
CB0050556,T0050556,2026-07-24 21:54:00,fraud,won
CB0050565,T0050565,2026-04-06 12:01:00,duplicate,won
CB0050649,T0050649,2026-06-20 07:34:00,product_not_received,won
CB0050672,T0050672,2026-01-15 13:16:00,duplicate,lost
CB0050686,T0050686,2026-06-12 09:31:00,fraud,won
CB0050734,T0050734,2026-04-20 00:30:00,duplicate,lost
CB0050742,T0050742,2026-02-28 16:08:00,credit_not_processed,won
CB0050757,T0050757,2026-02-12 18:58:00,duplicate,won
CB0050799,T0050799,2026-08-01 09:25:00,fraud,lost
CB0050816,T0050816,2026-05-06 21:28:00,product_not_received,won
CB0050823,T0050823,2026-06-16 13:36:00,credit_not_processed,won
CB0050852,T0050852,2026-05-15 21:26:00,credit_not_processed,won
CB0050937,T0050937,2026-05-08 08:22:00,credit_not_processed,won
CB0050981,T0050981,2026-04-25 04:17:00,credit_not_processed,won
CB0051027,T0051027,2026-05-28 00:44:00,credit_not_processed,pending
CB0051043,T0051043,2026-04-16 20:23:00,duplicate,won
CB0051096,T0051096,2026-05-10 23:04:00,product_not_received,pending
CB0051149,T0051149,2026-01-07 02:37:00,product_not_received,won
CB0051171,T0051171,2026-06-10 14:51:00,credit_not_processed,lost
CB0051260,T0051260,2026-07-18 13:48:00,product_not_received,won
CB0051292,T0051292,2026-05-09 12:30:00,duplicate,won
CB0051349,T0051349,2026-02-07 05:19:00,duplicate,pending
CB0051382,T0051382,2026-01-24 13:28:00,product_not_received,pending
CB0051463,T0051463,2026-06-15 04:50:00,credit_not_processed,pending
CB0051489,T0051489,2026-03-23 09:22:00,fraud,lost
CB0051495,T0051495,2026-04-05 17:43:00,duplicate,won
CB0051518,T0051518,2026-03-21 12:14:00,product_not_received,won
CB0051538,T0051538,2026-05-01 21:46:00,product_not_received,won
CB0051542,T0051542,2026-06-06 16:38:00,fraud,lost
CB0051547,T0051547,2026-02-17 12:30:00,fraud,lost
CB0051597,T0051597,2026-06-21 10:20:00,credit_not_processed,lost
CB0051635,T0051635,2026-01-23 19:25:00,duplicate,lost
CB0051643,T0051643,2026-01-28 18:08:00,credit_not_processed,lost
CB0051653,T0051653,2026-03-12 00:05:00,duplicate,pending
CB0051659,T0051659,2026-04-08 10:38:00,fraud,lost
CB0051716,T0051716,2026-06-02 15:49:00,fraud,lost
CB0051737,T0051737,2026-06-15 09:47:00,fraud,pending
CB0051765,T0051765,2026-06-17 00:39:00,duplicate,won
CB0051772,T0051772,2026-03-03 21:59:00,fraud,pending
CB0051836,T0051836,2026-02-27 00:51:00,credit_not_processed,pending
CB0051849,T0051849,2026-07-15 23:08:00,duplicate,won
CB0051920,T0051920,2026-06-15 10:30:00,product_not_received,won
CB0051924,T0051924,2026-01-31 08:44:00,credit_not_processed,won
CB0051963,T0051963,2026-05-30 21:20:00,product_not_received,pending
CB0051983,T0051983,2026-02-01 08:03:00,product_not_received,pending
CB0052021,T0052021,2026-03-06 06:10:00,credit_not_processed,pending
CB0052028,T0052028,2026-03-05 05:13:00,duplicate,lost
CB0052036,T0052036,2026-03-25 00:40:00,credit_not_processed,won
CB0052129,T0052129,2026-06-30 23:00:00,product_not_received,pending
CB0052133,T0052133,2026-07-24 06:53:00,product_not_received,pending
CB0052172,T0052172,2026-07-16 15:17:00,credit_not_processed,lost
CB0052292,T0052292,2026-07-21 14:06:00,duplicate,lost
CB0052297,T0052297,2026-05-19 00:14:00,fraud,won
CB0052299,T0052299,2026-06-17 12:00:00,fraud,lost
CB0052334,T0052334,2026-04-12 13:25:00,product_not_received,pending
CB0052371,T0052371,2026-06-01 15:55:00,credit_not_processed,pending
CB0052373,T0052373,2026-07-16 16:30:00,fraud,lost
CB0052398,T0052398,2026-04-25 12:56:00,product_not_received,pending
CB0052403,T0052403,2026-05-15 14:10:00,fraud,won
CB0052406,T0052406,2026-03-10 14:25:00,product_not_received,pending
CB0052426,T0052426,2026-05-03 05:32:00,product_not_received,won
CB0052461,T0052461,2026-01-19 22:08:00,product_not_received,won
CB0052475,T0052475,2026-06-23 11:47:00,duplicate,won
CB0052477,T0052477,2026-03-05 19:23:00,duplicate,won
CB0052517,T0052517,2026-03-06 12:27:00,duplicate,lost
CB0052564,T0052564,2026-05-19 15:43:00,duplicate,pending
CB0052572,T0052572,2026-01-11 19:30:00,credit_not_processed,lost
CB0052618,T0052618,2026-05-17 01:46:00,credit_not_processed,pending
CB0052664,T0052664,2026-07-10 23:06:00,product_not_received,won
CB0052667,T0052667,2026-01-31 02:52:00,credit_not_processed,won
CB0052706,T0052706,2026-03-05 10:54:00,product_not_received,lost
CB0052707,T0052707,2026-07-28 01:13:00,duplicate,pending
CB0052773,T0052773,2026-02-20 22:35:00,fraud,pending
CB0052795,T0052795,2026-05-25 13:59:00,duplicate,won
CB0052850,T0052850,2026-03-18 00:25:00,duplicate,pending
CB0052978,T0052978,2026-01-20 22:27:00,fraud,lost
CB0053005,T0053005,2026-01-24 12:11:00,product_not_received,won
CB0053023,T0053023,2026-06-12 23:29:00,credit_not_processed,lost
CB0053079,T0053079,2026-08-07 13:22:00,credit_not_processed,lost
CB0053092,T0053092,2026-01-21 16:58:00,duplicate,pending
CB0053138,T0053138,2026-05-10 22:36:00,fraud,pending
CB0053221,T0053221,2026-02-25 06:37:00,duplicate,pending
CB0053260,T0053260,2026-02-25 15:22:00,credit_not_processed,won
CB0053309,T0053309,2026-04-04 00:56:00,duplicate,lost
CB0053311,T0053311,2026-04-18 02:35:00,credit_not_processed,lost
CB0053335,T0053335,2026-02-24 23:17:00,duplicate,lost
CB0053381,T0053381,2026-01-28 23:14:00,credit_not_processed,lost
CB0053417,T0053417,2026-04-09 00:13:00,credit_not_processed,pending
CB0053450,T0053450,2026-03-28 01:36:00,duplicate,lost
CB0053490,T0053490,2026-03-25 11:14:00,fraud,won
CB0053554,T0053554,2026-03-05 15:35:00,product_not_received,lost
CB0053555,T0053555,2026-03-14 18:46:00,credit_not_processed,lost
CB0053595,T0053595,2026-07-19 23:44:00,credit_not_processed,won
CB0053607,T0053607,2026-07-07 00:37:00,duplicate,pending
CB0053634,T0053634,2026-03-07 18:16:00,product_not_received,lost
CB0053644,T0053644,2026-04-17 10:07:00,credit_not_processed,lost
CB0053655,T0053655,2026-05-18 18:17:00,fraud,won
CB0053688,T0053688,2026-03-29 00:35:00,credit_not_processed,won
CB0053692,T0053692,2026-05-10 00:36:00,credit_not_processed,pending
CB0053715,T0053715,2026-03-22 19:41:00,duplicate,lost
CB0053746,T0053746,2026-07-28 23:33:00,credit_not_processed,won
CB0053759,T0053759,2026-05-30 02:22:00,duplicate,lost
CB0053761,T0053761,2026-04-17 23:07:00,duplicate,won
CB0053781,T0053781,2026-01-09 11:33:00,duplicate,pending
CB0053788,T0053788,2026-05-10 10:01:00,credit_not_processed,lost
CB0053803,T0053803,2026-01-30 12:22:00,duplicate,lost
CB0053891,T0053891,2026-07-24 05:02:00,product_not_received,lost
CB0053909,T0053909,2026-07-27 15:27:00,credit_not_processed,pending
CB0054026,T0054026,2026-06-04 11:40:00,duplicate,won
CB0054034,T0054034,2026-02-09 01:08:00,fraud,pending
CB0054035,T0054035,2026-03-28 13:52:00,product_not_received,lost
CB0054037,T0054037,2026-05-15 02:45:00,product_not_received,pending
CB0054158,T0054158,2026-03-07 00:56:00,credit_not_processed,won
CB0054162,T0054162,2026-03-18 17:37:00,fraud,pending
CB0054198,T0054198,2026-02-18 09:42:00,product_not_received,pending
CB0054231,T0054231,2026-02-18 00:18:00,fraud,lost
CB0054235,T0054235,2026-01-05 07:38:00,duplicate,won
CB0054237,T0054237,2026-03-06 08:47:00,credit_not_processed,lost
CB0054251,T0054251,2026-04-13 21:32:00,fraud,won
CB0054255,T0054255,2026-02-22 16:59:00,credit_not_processed,pending
CB0054325,T0054325,2026-04-20 21:51:00,product_not_received,won
CB0054464,T0054464,2026-04-03 01:36:00,duplicate,won
CB0054479,T0054479,2026-01-06 00:42:00,product_not_received,pending
CB0054522,T0054522,2026-02-18 03:46:00,product_not_received,won
CB0054601,T0054601,2026-01-28 00:57:00,fraud,pending
CB0054612,T0054612,2026-06-13 21:15:00,credit_not_processed,won
CB0054687,T0054687,2026-07-02 17:34:00,fraud,won
CB0054731,T0054731,2026-04-23 16:02:00,fraud,pending
CB0054765,T0054765,2026-05-27 19:47:00,product_not_received,won
CB0054777,T0054777,2026-05-17 20:36:00,product_not_received,lost
CB0054787,T0054787,2026-06-25 06:20:00,fraud,pending
CB0054805,T0054805,2026-07-18 17:58:00,duplicate,pending
CB0054943,T0054943,2026-01-14 05:03:00,credit_not_processed,won
CB0054998,T0054998,2026-05-21 04:14:00,product_not_received,pending
CB0055010,T0055010,2026-06-21 10:08:00,duplicate,lost
CB0055033,T0055033,2026-07-09 03:42:00,duplicate,pending
CB0055056,T0055056,2026-07-27 19:37:00,credit_not_processed,won
CB0055091,T0055091,2026-06-14 00:58:00,duplicate,won
CB0055093,T0055093,2026-05-15 17:21:00,credit_not_processed,pending
CB0055108,T0055108,2026-01-13 03:49:00,credit_not_processed,lost
CB0055133,T0055133,2026-07-05 00:01:00,product_not_received,pending
CB0055152,T0055152,2026-03-28 04:56:00,fraud,lost
CB0055153,T0055153,2026-07-30 17:50:00,fraud,won
CB0055177,T0055177,2026-02-05 02:39:00,credit_not_processed,won
CB0055215,T0055215,2026-03-01 12:15:00,product_not_received,lost
CB0055223,T0055223,2026-06-07 16:55:00,product_not_received,lost
CB0055228,T0055228,2026-03-21 16:19:00,credit_not_processed,lost
CB0055260,T0055260,2026-05-21 08:28:00,fraud,lost
CB0055324,T0055324,2026-02-12 19:41:00,credit_not_processed,won
CB0055355,T0055355,2026-06-04 00:58:00,fraud,lost
CB0055359,T0055359,2026-06-12 03:34:00,credit_not_processed,won
CB0055403,T0055403,2026-02-25 00:07:00,product_not_received,won
CB0055432,T0055432,2026-04-13 07:18:00,credit_not_processed,pending
CB0055438,T0055438,2026-03-27 12:01:00,credit_not_processed,lost
CB0055460,T0055460,2026-06-07 14:09:00,product_not_received,lost
CB0055470,T0055470,2026-06-18 20:38:00,product_not_received,lost
CB0055560,T0055560,2026-03-22 06:42:00,duplicate,won
CB0055570,T0055570,2026-07-31 19:10:00,duplicate,lost
CB0055621,T0055621,2026-05-07 02:29:00,fraud,lost
CB0055718,T0055718,2026-04-30 00:56:00,duplicate,pending
CB0055807,T0055807,2026-03-06 06:16:00,duplicate,won
CB0055826,T0055826,2026-07-22 03:33:00,fraud,lost
CB0055827,T0055827,2026-03-26 08:07:00,credit_not_processed,won
CB0055833,T0055833,2026-04-25 04:45:00,credit_not_processed,pending
CB0055838,T0055838,2026-03-06 10:44:00,duplicate,won
CB0055875,T0055875,2026-05-09 07:57:00,credit_not_processed,lost
CB0055943,T0055943,2026-06-29 00:45:00,fraud,won
CB0055965,T0055965,2026-01-10 17:30:00,credit_not_processed,pending
CB0056060,T0056060,2026-02-05 00:03:00,credit_not_processed,won
CB0056069,T0056069,2026-04-27 09:34:00,fraud,won
CB0056091,T0056091,2026-04-03 00:11:00,duplicate,lost
CB0056103,T0056103,2026-03-05 15:31:00,credit_not_processed,won
CB0056169,T0056169,2026-02-22 22:09:00,product_not_received,pending
CB0056265,T0056265,2026-04-24 21:34:00,product_not_received,won
CB0056266,T0056266,2026-06-04 00:54:00,fraud,pending
CB0056287,T0056287,2026-07-23 17:58:00,product_not_received,lost
CB0056301,T0056301,2026-04-27 00:54:00,credit_not_processed,lost
CB0056346,T0056346,2026-02-16 14:35:00,duplicate,won
CB0056481,T0056481,2026-03-24 00:14:00,duplicate,lost
CB0056485,T0056485,2026-01-30 16:10:00,fraud,lost
CB0056548,T0056548,2026-07-26 18:32:00,fraud,lost
CB0056567,T0056567,2026-05-10 10:59:00,product_not_received,lost
CB0056591,T0056591,2026-02-23 11:55:00,product_not_received,pending
CB0056598,T0056598,2026-05-10 06:19:00,duplicate,pending
CB0056709,T0056709,2026-05-30 00:16:00,fraud,won
CB0056712,T0056712,2026-07-07 15:56:00,credit_not_processed,won
CB0056788,T0056788,2026-01-06 17:07:00,product_not_received,won
CB0056903,T0056903,2026-07-30 16:42:00,duplicate,pending
CB0056936,T0056936,2026-02-28 03:40:00,fraud,lost
CB0056955,T0056955,2026-06-15 00:48:00,fraud,won
CB0057040,T0057040,2026-06-15 00:43:00,duplicate,won
CB0057042,T0057042,2026-07-17 22:13:00,credit_not_processed,won
CB0057049,T0057049,2026-06-18 23:18:00,product_not_received,won
CB0057089,T0057089,2026-03-31 09:01:00,fraud,won
CB0057145,T0057145,2026-03-06 00:30:00,fraud,lost
CB0057248,T0057248,2026-04-11 11:50:00,duplicate,lost
CB0057257,T0057257,2026-02-23 05:21:00,credit_not_processed,lost
CB0057262,T0057262,2026-03-15 23:41:00,duplicate,won
CB0057283,T0057283,2026-02-02 19:09:00,credit_not_processed,pending
CB0057306,T0057306,2026-06-25 09:15:00,product_not_received,won
CB0057312,T0057312,2026-05-31 23:02:00,fraud,lost
CB0057329,T0057329,2026-02-03 00:56:00,product_not_received,pending
CB0057331,T0057331,2026-01-19 07:32:00,product_not_received,pending
CB0057394,T0057394,2026-08-01 21:53:00,credit_not_processed,lost
CB0057414,T0057414,2026-03-31 18:46:00,credit_not_processed,pending
CB0057452,T0057452,2026-02-08 13:59:00,fraud,pending
CB0057457,T0057457,2026-06-18 19:07:00,fraud,lost
CB0057462,T0057462,2026-06-07 23:23:00,product_not_received,won
CB0057472,T0057472,2026-05-14 02:06:00,fraud,won
CB0057506,T0057506,2026-07-03 00:45:00,credit_not_processed,lost
CB0057540,T0057540,2026-06-24 10:45:00,duplicate,lost
CB0057594,T0057594,2026-06-07 18:59:00,fraud,lost
CB0057597,T0057597,2026-06-21 17:13:00,credit_not_processed,pending
CB0057655,T0057655,2026-02-21 19:58:00,credit_not_processed,won
CB0057679,T0057679,2026-07-09 19:57:00,product_not_received,lost
CB0057710,T0057710,2026-05-10 02:19:00,fraud,pending
CB0057711,T0057711,2026-04-09 20:14:00,fraud,pending
CB0057763,T0057763,2026-03-14 11:14:00,duplicate,pending
CB0057847,T0057847,2026-04-06 16:19:00,fraud,pending
CB0057885,T0057885,2026-04-15 00:42:00,duplicate,pending
CB0057953,T0057953,2026-04-25 04:32:00,fraud,won
CB0058000,T0058000,2026-02-14 19:05:00,credit_not_processed,won
CB0058079,T0058079,2026-04-17 17:10:00,credit_not_processed,pending
CB0058109,T0058109,2026-05-30 00:31:00,credit_not_processed,won
CB0058183,T0058183,2026-06-21 16:52:00,product_not_received,lost
CB0058207,T0058207,2026-01-04 17:23:00,duplicate,lost
CB0058235,T0058235,2026-02-26 01:13:00,credit_not_processed,won
CB0058272,T0058272,2026-05-20 16:23:00,duplicate,pending
CB0058371,T0058371,2026-05-03 05:11:00,duplicate,won
CB0058403,T0058403,2026-02-19 05:41:00,fraud,pending
CB0058417,T0058417,2026-02-17 00:35:00,duplicate,pending
CB0058509,T0058509,2026-08-04 03:35:00,duplicate,lost
CB0058515,T0058515,2026-01-09 03:35:00,duplicate,won
CB0058548,T0058548,2026-06-06 01:46:00,credit_not_processed,pending
CB0058552,T0058552,2026-04-19 09:02:00,duplicate,won
CB0058573,T0058573,2026-06-05 01:06:00,product_not_received,won
CB0058592,T0058592,2026-04-14 00:16:00,duplicate,lost
CB0058610,T0058610,2026-04-03 00:56:00,credit_not_processed,won
CB0058629,T0058629,2026-02-17 01:51:00,duplicate,won
CB0058671,T0058671,2026-03-01 11:40:00,credit_not_processed,lost
CB0058705,T0058705,2026-07-20 21:58:00,duplicate,lost
CB0058740,T0058740,2026-04-13 01:05:00,credit_not_processed,pending
CB0058780,T0058780,2026-05-04 00:46:00,product_not_received,lost
CB0058841,T0058841,2026-03-15 06:25:00,product_not_received,won
CB0058969,T0058969,2026-02-10 19:50:00,credit_not_processed,pending
CB0058977,T0058977,2026-01-16 21:22:00,product_not_received,pending
CB0059138,T0059138,2026-03-19 16:52:00,product_not_received,won
CB0059142,T0059142,2026-07-28 21:27:00,duplicate,won
CB0059159,T0059159,2026-05-15 00:00:00,credit_not_processed,won
CB0059171,T0059171,2026-01-10 03:38:00,fraud,pending
CB0059176,T0059176,2026-06-25 22:35:00,fraud,pending
CB0059212,T0059212,2026-06-19 09:40:00,product_not_received,won
CB0059246,T0059246,2026-01-22 10:57:00,product_not_received,pending
CB0059360,T0059360,2026-06-26 11:00:00,credit_not_processed,won
CB0059390,T0059390,2026-02-27 00:05:00,credit_not_processed,lost
CB0059432,T0059432,2026-06-07 21:12:00,product_not_received,lost
CB0059435,T0059435,2026-02-17 08:05:00,duplicate,won
CB0059481,T0059481,2026-06-07 23:50:00,credit_not_processed,pending
CB0059539,T0059539,2026-06-25 19:55:00,product_not_received,lost
CB0059580,T0059580,2026-05-20 00:40:00,credit_not_processed,pending
CB0059696,T0059696,2026-07-15 07:50:00,product_not_received,won
CB0059718,T0059718,2026-01-11 06:34:00,fraud,lost
CB0059720,T0059720,2026-05-27 04:40:00,credit_not_processed,lost
CB0059753,T0059753,2026-01-15 18:56:00,fraud,pending
CB0059779,T0059779,2026-02-26 03:29:00,credit_not_processed,pending
CB0059814,T0059814,2026-02-26 00:37:00,credit_not_processed,won
CB0059923,T0059923,2026-02-08 19:09:00,product_not_received,pending
CB0059986,T0059986,2026-04-12 19:29:00,fraud,pending
CB0060078,T0060078,2026-01-29 19:16:00,product_not_received,pending
CB0060119,T0060119,2026-04-30 19:03:00,credit_not_processed,won
CB0060135,T0060135,2026-05-02 00:55:00,credit_not_processed,lost
CB0060285,T0060285,2026-06-19 14:08:00,product_not_received,won
CB0060342,T0060342,2026-03-15 15:47:00,credit_not_processed,lost
CB0060351,T0060351,2026-01-23 08:11:00,product_not_received,lost
CB0060380,T0060380,2026-07-14 01:14:00,fraud,won
CB0060397,T0060397,2026-06-13 13:37:00,duplicate,lost
CB0060435,T0060435,2026-04-18 01:16:00,product_not_received,won
CB0060504,T0060504,2026-02-15 09:38:00,credit_not_processed,lost
CB0060550,T0060550,2026-02-15 04:08:00,fraud,won
CB0060555,T0060555,2026-01-13 22:57:00,fraud,lost
CB0060588,T0060588,2026-07-04 11:12:00,duplicate,won
CB0060605,T0060605,2026-01-08 15:59:00,product_not_received,pending
CB0060609,T0060609,2026-03-01 18:12:00,duplicate,won
CB0060637,T0060637,2026-02-27 17:34:00,credit_not_processed,pending
CB0060690,T0060690,2026-06-12 03:59:00,product_not_received,pending
CB0060807,T0060807,2026-02-06 03:08:00,product_not_received,pending
CB0060919,T0060919,2026-03-29 06:36:00,fraud,won
CB0060924,T0060924,2026-01-26 22:26:00,product_not_received,won
CB0060964,T0060964,2026-06-17 06:11:00,duplicate,lost
CB0061098,T0061098,2026-06-17 09:40:00,duplicate,won
CB0061162,T0061162,2026-04-30 00:43:00,credit_not_processed,won
CB0061186,T0061186,2026-03-14 05:56:00,credit_not_processed,pending
CB0061192,T0061192,2026-04-20 00:37:00,duplicate,won
CB0061240,T0061240,2026-06-27 09:58:00,fraud,won
CB0061265,T0061265,2026-01-12 18:25:00,duplicate,won
CB0061291,T0061291,2026-05-01 07:03:00,duplicate,lost
CB0061306,T0061306,2026-04-01 17:23:00,fraud,won
CB0061315,T0061315,2026-01-09 11:50:00,credit_not_processed,lost
CB0061327,T0061327,2026-05-16 22:38:00,duplicate,won
CB0061363,T0061363,2026-07-17 00:09:00,credit_not_processed,lost
CB0061463,T0061463,2026-06-09 01:18:00,product_not_received,lost
CB0061501,T0061501,2026-03-27 03:32:00,credit_not_processed,pending
CB0061528,T0061528,2026-02-24 09:08:00,product_not_received,lost
CB0061530,T0061530,2026-07-31 11:35:00,credit_not_processed,won
CB0061552,T0061552,2026-04-11 00:38:00,fraud,pending
CB0061606,T0061606,2026-01-27 22:13:00,product_not_received,won
CB0061699,T0061699,2026-06-25 08:52:00,product_not_received,won
CB0061746,T0061746,2026-04-26 05:53:00,product_not_received,lost
CB0061765,T0061765,2026-05-14 04:24:00,credit_not_processed,won
CB0061800,T0061800,2026-06-14 10:01:00,credit_not_processed,lost
CB0061819,T0061819,2026-06-18 21:48:00,credit_not_processed,won
CB0061861,T0061861,2026-01-28 20:44:00,product_not_received,won
CB0061967,T0061967,2026-03-12 15:07:00,credit_not_processed,lost
CB0061990,T0061990,2026-07-22 07:01:00,duplicate,won
CB0061995,T0061995,2026-05-25 22:33:00,credit_not_processed,won
CB0062041,T0062041,2026-01-22 09:49:00,credit_not_processed,won
CB0062044,T0062044,2026-01-11 19:42:00,fraud,pending
CB0062048,T0062048,2026-02-12 14:58:00,duplicate,lost
CB0062107,T0062107,2026-03-09 00:40:00,duplicate,won
CB0062193,T0062193,2026-02-10 00:13:00,credit_not_processed,lost
CB0062223,T0062223,2026-04-22 00:57:00,product_not_received,won
CB0062288,T0062288,2026-06-30 07:32:00,fraud,won
CB0062297,T0062297,2026-07-23 07:39:00,product_not_received,lost
CB0062329,T0062329,2026-01-21 07:04:00,product_not_received,won
CB0062378,T0062378,2026-02-05 12:50:00,credit_not_processed,lost
CB0062406,T0062406,2026-03-18 16:17:00,product_not_received,won
CB0062450,T0062450,2026-03-28 23:04:00,credit_not_processed,pending
CB0062492,T0062492,2026-06-28 10:13:00,fraud,won
CB0062530,T0062530,2026-03-06 00:59:00,fraud,pending
CB0062578,T0062578,2026-07-20 11:47:00,duplicate,pending
CB0062594,T0062594,2026-05-01 12:03:00,duplicate,lost
CB0062622,T0062622,2026-01-29 12:51:00,fraud,pending
CB0062640,T0062640,2026-07-18 13:54:00,credit_not_processed,won
CB0062666,T0062666,2026-07-23 02:05:00,credit_not_processed,pending
