customer_id,device_id,first_used,last_used,usage_frequency,source
C05531,D04292,2025-06-01,2026-08-01,31,shared_cluster
C07337,D04292,2025-06-01,2026-08-01,22,shared_cluster
C07495,D04292,2025-06-01,2026-08-01,34,shared_cluster
C07256,D04292,2025-06-01,2026-08-01,7,shared_cluster
C07932,D00581,2025-06-01,2026-08-01,16,shared_cluster
C03408,D00581,2025-06-01,2026-08-01,32,shared_cluster
C04860,D00581,2025-06-01,2026-08-01,6,shared_cluster
C07374,D00581,2025-06-01,2026-08-01,10,shared_cluster
C09033,D00607,2025-06-01,2026-08-01,32,shared_cluster
C03690,D00607,2025-06-01,2026-08-01,40,shared_cluster
C06616,D04045,2025-06-01,2026-08-01,7,shared_cluster
C02025,D04045,2025-06-01,2026-08-01,21,shared_cluster
C09269,D04045,2025-06-01,2026-08-01,35,shared_cluster
C04503,D04045,2025-06-01,2026-08-01,22,shared_cluster
C04093,D04045,2025-06-01,2026-08-01,17,shared_cluster
C04640,D04461,2025-06-01,2026-08-01,31,shared_cluster
C02545,D04461,2025-06-01,2026-08-01,42,shared_cluster
C02729,D04461,2025-06-01,2026-08-01,46,shared_cluster
C07433,D04461,2025-06-01,2026-08-01,23,shared_cluster
C08136,D04461,2025-06-01,2026-08-01,49,shared_cluster
C09713,D03726,2025-06-01,2026-08-01,29,shared_cluster
C05416,D03726,2025-06-01,2026-08-01,40,shared_cluster
C09127,D03726,2025-06-01,2026-08-01,8,shared_cluster
C05128,D03406,2025-06-01,2026-08-01,28,shared_cluster
C08436,D03406,2025-06-01,2026-08-01,23,shared_cluster
C06694,D03406,2025-06-01,2026-08-01,46,shared_cluster
C08029,D03406,2025-06-01,2026-08-01,48,shared_cluster
C08254,D03406,2025-06-01,2026-08-01,30,shared_cluster
C07844,D02804,2025-06-01,2026-08-01,19,shared_cluster
C08533,D02804,2025-06-01,2026-08-01,26,shared_cluster
C05106,D02804,2025-06-01,2026-08-01,50,shared_cluster
C00010,D02804,2025-06-01,2026-08-01,22,shared_cluster
C00461,D03914,2025-06-01,2026-08-01,10,shared_cluster
C00738,D03914,2025-06-01,2026-08-01,25,shared_cluster
C03927,D03914,2025-06-01,2026-08-01,20,shared_cluster
C09212,D03914,2025-06-01,2026-08-01,7,shared_cluster
C04356,D03914,2025-06-01,2026-08-01,25,shared_cluster
C00204,D03914,2025-06-01,2026-08-01,17,shared_cluster
C08286,D00080,2025-06-01,2026-08-01,47,shared_cluster
C03997,D00080,2025-06-01,2026-08-01,38,shared_cluster
C03895,D00080,2025-06-01,2026-08-01,32,shared_cluster
C01731,D00080,2025-06-01,2026-08-01,20,shared_cluster
C08852,D00615,2025-06-01,2026-08-01,35,shared_cluster
C05752,D00615,2025-06-01,2026-08-01,34,shared_cluster
C07308,D00747,2025-06-01,2026-08-01,15,shared_cluster
C05790,D00747,2025-06-01,2026-08-01,28,shared_cluster
C04862,D00747,2025-06-01,2026-08-01,18,shared_cluster
C06772,D03921,2025-06-01,2026-08-01,43,shared_cluster
C06347,D03921,2025-06-01,2026-08-01,46,shared_cluster
C09012,D04284,2025-06-01,2026-08-01,15,shared_cluster
C00008,D04284,2025-06-01,2026-08-01,50,shared_cluster
C01814,D04284,2025-06-01,2026-08-01,41,shared_cluster
C01038,D04284,2025-06-01,2026-08-01,9,shared_cluster
C06770,D04284,2025-06-01,2026-08-01,47,shared_cluster
C06995,D04356,2025-06-01,2026-08-01,24,shared_cluster
C03241,D04356,2025-06-01,2026-08-01,32,shared_cluster
C07624,D04356,2025-06-01,2026-08-01,44,shared_cluster
C07430,D04356,2025-06-01,2026-08-01,32,shared_cluster
C08861,D04356,2025-06-01,2026-08-01,38,shared_cluster
C02243,D04356,2025-06-01,2026-08-01,27,shared_cluster
C04111,D02895,2025-06-01,2026-08-01,9,shared_cluster
C08817,D02895,2025-06-01,2026-08-01,14,shared_cluster
C03703,D02895,2025-06-01,2026-08-01,30,shared_cluster
C03108,D02895,2025-06-01,2026-08-01,36,shared_cluster
C07369,D01634,2025-06-01,2026-08-01,19,shared_cluster
C08239,D01634,2025-06-01,2026-08-01,42,shared_cluster
C08129,D01634,2025-06-01,2026-08-01,6,shared_cluster
C06595,D01634,2025-06-01,2026-08-01,38,shared_cluster
C07295,D01634,2025-06-01,2026-08-01,45,shared_cluster
C03620,D01634,2025-06-01,2026-08-01,32,shared_cluster
C02249,D01007,2025-06-01,2026-08-01,42,shared_cluster
C03213,D01007,2025-06-01,2026-08-01,46,shared_cluster
C02916,D01007,2025-06-01,2026-08-01,21,shared_cluster
C05591,D03588,2025-06-01,2026-08-01,47,shared_cluster
C02410,D03588,2025-06-01,2026-08-01,19,shared_cluster
C04374,D03588,2025-06-01,2026-08-01,46,shared_cluster
C05446,D03588,2025-06-01,2026-08-01,38,shared_cluster
C05431,D00707,2025-06-01,2026-08-01,17,shared_cluster
C01733,D00707,2025-06-01,2026-08-01,36,shared_cluster
C09025,D00707,2025-06-01,2026-08-01,21,shared_cluster
C03891,D03751,2025-06-01,2026-08-01,7,shared_cluster
C04887,D03751,2025-06-01,2026-08-01,50,shared_cluster
C04800,D03751,2025-06-01,2026-08-01,15,shared_cluster
C03298,D03751,2025-06-01,2026-08-01,28,shared_cluster
C02673,D03751,2025-06-01,2026-08-01,49,shared_cluster
C04660,D01932,2025-06-01,2026-08-01,25,shared_cluster
C04747,D01932,2025-06-01,2026-08-01,16,shared_cluster
C07313,D01932,2025-06-01,2026-08-01,39,shared_cluster
C07919,D00649,2025-06-01,2026-08-01,22,shared_cluster
C04057,D00649,2025-06-01,2026-08-01,50,shared_cluster
C04161,D00649,2025-06-01,2026-08-01,7,shared_cluster
C06701,D00649,2025-06-01,2026-08-01,47,shared_cluster
C03149,D01350,2025-06-01,2026-08-01,8,shared_cluster
C03308,D01350,2025-06-01,2026-08-01,19,shared_cluster
C04557,D04660,2025-06-01,2026-08-01,45,shared_cluster
C02902,D04660,2025-06-01,2026-08-01,28,shared_cluster
C08865,D04660,2025-06-01,2026-08-01,18,shared_cluster
C08217,D04660,2025-06-01,2026-08-01,14,shared_cluster
C07851,D04660,2025-06-01,2026-08-01,22,shared_cluster
C04781,D01437,2025-06-01,2026-08-01,23,shared_cluster
C06650,D01437,2025-06-01,2026-08-01,25,shared_cluster
C01672,D04992,2025-06-01,2026-08-01,33,shared_cluster
C00947,D04992,2025-06-01,2026-08-01,31,shared_cluster
C01508,D01344,2025-06-01,2026-08-01,37,shared_cluster
C02371,D01344,2025-06-01,2026-08-01,39,shared_cluster
C02531,D01344,2025-06-01,2026-08-01,20,shared_cluster
C09881,D01344,2025-06-01,2026-08-01,18,shared_cluster
C07108,D00008,2025-06-01,2026-08-01,25,shared_cluster
C05092,D00008,2025-06-01,2026-08-01,10,shared_cluster
C02412,D00008,2025-06-01,2026-08-01,30,shared_cluster
C07781,D02936,2025-06-01,2026-08-01,30,shared_cluster
C05198,D02936,2025-06-01,2026-08-01,7,shared_cluster
C08454,D02936,2025-06-01,2026-08-01,36,shared_cluster
C00558,D02936,2025-06-01,2026-08-01,35,shared_cluster
C08200,D02936,2025-06-01,2026-08-01,17,shared_cluster
C00978,D04085,2025-06-01,2026-08-01,38,shared_cluster
C06257,D04085,2025-06-01,2026-08-01,32,shared_cluster
C09951,D04085,2025-06-01,2026-08-01,30,shared_cluster
C00994,D04085,2025-06-01,2026-08-01,34,shared_cluster
C05563,D04085,2025-06-01,2026-08-01,17,shared_cluster
C09674,D03889,2025-06-01,2026-08-01,34,shared_cluster
C03562,D03889,2025-06-01,2026-08-01,37,shared_cluster
C07599,D03889,2025-06-01,2026-08-01,39,shared_cluster
C02337,D03889,2025-06-01,2026-08-01,31,shared_cluster
C00674,D00355,2025-06-01,2026-08-01,50,shared_cluster
C09076,D00355,2025-06-01,2026-08-01,50,shared_cluster
C04145,D00355,2025-06-01,2026-08-01,39,shared_cluster
C03522,D00355,2025-06-01,2026-08-01,50,shared_cluster
C06182,D00355,2025-06-01,2026-08-01,29,shared_cluster
C00036,D00159,2025-06-01,2026-08-01,33,shared_cluster
C05533,D00159,2025-06-01,2026-08-01,11,shared_cluster
C08794,D00159,2025-06-01,2026-08-01,43,shared_cluster
C07717,D00159,2025-06-01,2026-08-01,50,shared_cluster
C09047,D00159,2025-06-01,2026-08-01,34,shared_cluster
C04563,D00159,2025-06-01,2026-08-01,11,shared_cluster
C00636,D01570,2025-06-01,2026-08-01,17,shared_cluster
C07382,D01570,2025-06-01,2026-08-01,16,shared_cluster
C01854,D03211,2025-06-01,2026-08-01,5,shared_cluster
C00644,D03211,2025-06-01,2026-08-01,43,shared_cluster
C09980,D00606,2025-06-01,2026-08-01,46,shared_cluster
C04041,D00606,2025-06-01,2026-08-01,14,shared_cluster
C06234,D00606,2025-06-01,2026-08-01,19,shared_cluster
C00338,D00606,2025-06-01,2026-08-01,16,shared_cluster
C07123,D00606,2025-06-01,2026-08-01,50,shared_cluster
C00063,D04341,2025-06-01,2026-08-01,31,shared_cluster
C01469,D04341,2025-06-01,2026-08-01,36,shared_cluster
C03174,D03044,2025-06-01,2026-08-01,35,shared_cluster
C00564,D03044,2025-06-01,2026-08-01,16,shared_cluster
C04628,D03678,2025-06-01,2026-08-01,15,shared_cluster
C07398,D03678,2025-06-01,2026-08-01,35,shared_cluster
C02662,D03678,2025-06-01,2026-08-01,48,shared_cluster
C01968,D02678,2025-06-01,2026-08-01,30,shared_cluster
C08734,D02678,2025-06-01,2026-08-01,36,shared_cluster
C08194,D04365,2025-06-01,2026-08-01,14,shared_cluster
C08536,D04365,2025-06-01,2026-08-01,19,shared_cluster
C09129,D04365,2025-06-01,2026-08-01,15,shared_cluster
C05686,D04365,2025-06-01,2026-08-01,18,shared_cluster
C06210,D04365,2025-06-01,2026-08-01,15,shared_cluster
C00364,D04365,2025-06-01,2026-08-01,41,shared_cluster
C07060,D02364,2025-06-01,2026-08-01,45,shared_cluster
C09925,D02364,2025-06-01,2026-08-01,5,shared_cluster
C00809,D02364,2025-06-01,2026-08-01,34,shared_cluster
C07842,D02364,2025-06-01,2026-08-01,26,shared_cluster
C08784,D02364,2025-06-01,2026-08-01,48,shared_cluster
C04239,D02364,2025-06-01,2026-08-01,32,shared_cluster
C09134,D01150,2025-06-01,2026-08-01,38,shared_cluster
C03892,D01150,2025-06-01,2026-08-01,12,shared_cluster
C07451,D01150,2025-06-01,2026-08-01,40,shared_cluster
C00257,D01150,2025-06-01,2026-08-01,40,shared_cluster
C01052,D01150,2025-06-01,2026-08-01,9,shared_cluster
C00660,D04906,2025-06-01,2026-08-01,41,shared_cluster
C08816,D04906,2025-06-01,2026-08-01,27,shared_cluster
C02279,D02307,2025-06-01,2026-08-01,25,shared_cluster
C07631,D02307,2025-06-01,2026-08-01,35,shared_cluster
C07635,D02307,2025-06-01,2026-08-01,33,shared_cluster
C09454,D02307,2025-06-01,2026-08-01,23,shared_cluster
C08512,D02307,2025-06-01,2026-08-01,21,shared_cluster
C01513,D04060,2025-06-01,2026-08-01,33,shared_cluster
C06674,D04060,2025-06-01,2026-08-01,29,shared_cluster
C07331,D04060,2025-06-01,2026-08-01,49,shared_cluster
C08925,D04060,2025-06-01,2026-08-01,43,shared_cluster
C07289,D01377,2025-06-01,2026-08-01,31,shared_cluster
C08070,D01377,2025-06-01,2026-08-01,11,shared_cluster
C02751,D01377,2025-06-01,2026-08-01,44,shared_cluster
C09116,D01621,2025-06-01,2026-08-01,7,shared_cluster
C05235,D01621,2025-06-01,2026-08-01,11,shared_cluster
C01579,D01621,2025-06-01,2026-08-01,31,shared_cluster
C07358,D01621,2025-06-01,2026-08-01,43,shared_cluster
C09616,D01621,2025-06-01,2026-08-01,16,shared_cluster
C00600,D01621,2025-06-01,2026-08-01,9,shared_cluster
C01842,D03403,2025-06-01,2026-08-01,6,shared_cluster
C03373,D03403,2025-06-01,2026-08-01,44,shared_cluster
C01732,D03403,2025-06-01,2026-08-01,46,shared_cluster
C07959,D03403,2025-06-01,2026-08-01,39,shared_cluster
C05415,D03403,2025-06-01,2026-08-01,20,shared_cluster
C09543,D04333,2025-06-01,2026-08-01,8,shared_cluster
C06215,D04333,2025-06-01,2026-08-01,43,shared_cluster
C03889,D04333,2025-06-01,2026-08-01,14,shared_cluster
C00914,D02681,2025-06-01,2026-08-01,23,shared_cluster
C06075,D02681,2025-06-01,2026-08-01,27,shared_cluster
C04375,D02681,2025-06-01,2026-08-01,7,shared_cluster
C08671,D00923,2025-06-01,2026-08-01,5,shared_cluster
C00245,D00923,2025-06-01,2026-08-01,24,shared_cluster
C07804,D00923,2025-06-01,2026-08-01,44,shared_cluster
C06682,D00923,2025-06-01,2026-08-01,30,shared_cluster
C04475,D03817,2025-06-01,2026-08-01,39,shared_cluster
C09053,D03817,2025-06-01,2026-08-01,36,shared_cluster
C05758,D00813,2025-06-01,2026-08-01,46,shared_cluster
C00837,D00813,2025-06-01,2026-08-01,8,shared_cluster
C01008,D00813,2025-06-01,2026-08-01,38,shared_cluster
C08355,D03793,2025-06-01,2026-08-01,41,shared_cluster
C09213,D03793,2025-06-01,2026-08-01,19,shared_cluster
C06359,D03793,2025-06-01,2026-08-01,32,shared_cluster
C08014,D04582,2025-06-01,2026-08-01,49,shared_cluster
C09142,D04582,2025-06-01,2026-08-01,11,shared_cluster
C00356,D04582,2025-06-01,2026-08-01,30,shared_cluster
C01754,D04582,2025-06-01,2026-08-01,13,shared_cluster
C00021,D04582,2025-06-01,2026-08-01,15,shared_cluster
C09957,D04582,2025-06-01,2026-08-01,15,shared_cluster
C02186,D04199,2025-06-01,2026-08-01,33,shared_cluster
C09459,D04199,2025-06-01,2026-08-01,45,shared_cluster
C07040,D04199,2025-06-01,2026-08-01,8,shared_cluster
C08257,D04199,2025-06-01,2026-08-01,7,shared_cluster
C04951,D04199,2025-06-01,2026-08-01,16,shared_cluster
C05875,D03722,2025-06-01,2026-08-01,30,shared_cluster
C02503,D03722,2025-06-01,2026-08-01,10,shared_cluster
C04182,D03722,2025-06-01,2026-08-01,32,shared_cluster
C05393,D03722,2025-06-01,2026-08-01,32,shared_cluster
C03802,D03722,2025-06-01,2026-08-01,41,shared_cluster
C02879,D02970,2025-06-01,2026-08-01,27,shared_cluster
C03165,D02970,2025-06-01,2026-08-01,18,shared_cluster
C08731,D02970,2025-06-01,2026-08-01,24,shared_cluster
C01931,D02970,2025-06-01,2026-08-01,19,shared_cluster
C07285,D02970,2025-06-01,2026-08-01,16,shared_cluster
C05336,D02970,2025-06-01,2026-08-01,44,shared_cluster
C08695,D00267,2025-06-01,2026-08-01,26,shared_cluster
C07832,D00267,2025-06-01,2026-08-01,8,shared_cluster
C09490,D00267,2025-06-01,2026-08-01,50,shared_cluster
C06500,D00267,2025-06-01,2026-08-01,29,shared_cluster
C04850,D00267,2025-06-01,2026-08-01,47,shared_cluster
C08190,D00267,2025-06-01,2026-08-01,21,shared_cluster
C08266,D03343,2025-06-01,2026-08-01,30,shared_cluster
C02444,D03343,2025-06-01,2026-08-01,6,shared_cluster
C03011,D03343,2025-06-01,2026-08-01,6,shared_cluster
C02648,D03343,2025-06-01,2026-08-01,10,shared_cluster
C01225,D03343,2025-06-01,2026-08-01,28,shared_cluster
C04740,D03343,2025-06-01,2026-08-01,27,shared_cluster
C01800,D00971,2025-06-01,2026-08-01,12,shared_cluster
C04206,D00971,2025-06-01,2026-08-01,30,shared_cluster
C08412,D00971,2025-06-01,2026-08-01,32,shared_cluster
C03343,D04307,2025-06-01,2026-08-01,5,shared_cluster
C06014,D04307,2025-06-01,2026-08-01,35,shared_cluster
C09100,D04307,2025-06-01,2026-08-01,16,shared_cluster
C06733,D04307,2025-06-01,2026-08-01,39,shared_cluster
C02587,D02204,2025-06-01,2026-08-01,41,shared_cluster
C05579,D02204,2025-06-01,2026-08-01,47,shared_cluster
C05363,D02204,2025-06-01,2026-08-01,39,shared_cluster
C04418,D02204,2025-06-01,2026-08-01,46,shared_cluster
C05216,D02204,2025-06-01,2026-08-01,29,shared_cluster
C01332,D00422,2025-06-01,2026-08-01,25,shared_cluster
C04483,D00422,2025-06-01,2026-08-01,37,shared_cluster
C03061,D04143,2025-06-01,2026-08-01,19,shared_cluster
C02800,D04143,2025-06-01,2026-08-01,8,shared_cluster
C03171,D02494,2025-06-01,2026-08-01,42,shared_cluster
C04548,D02494,2025-06-01,2026-08-01,37,shared_cluster
C00343,D02494,2025-06-01,2026-08-01,19,shared_cluster
C08844,D02494,2025-06-01,2026-08-01,32,shared_cluster
C07148,D02494,2025-06-01,2026-08-01,31,shared_cluster
C03929,D01200,2025-06-01,2026-08-01,46,shared_cluster
C03607,D01200,2025-06-01,2026-08-01,24,shared_cluster
C09863,D01200,2025-06-01,2026-08-01,10,shared_cluster
C07231,D01961,2025-06-01,2026-08-01,31,shared_cluster
C00307,D01961,2025-06-01,2026-08-01,28,shared_cluster
C00903,D01961,2025-06-01,2026-08-01,6,shared_cluster
C02719,D01961,2025-06-01,2026-08-01,35,shared_cluster
C08672,D01961,2025-06-01,2026-08-01,50,shared_cluster
C03146,D01961,2025-06-01,2026-08-01,29,shared_cluster
C00866,D03904,2025-06-01,2026-08-01,28,shared_cluster
C08027,D03904,2025-06-01,2026-08-01,30,shared_cluster
C06800,D03904,2025-06-01,2026-08-01,35,shared_cluster
C00996,D03904,2025-06-01,2026-08-01,20,shared_cluster
C05167,D04366,2025-06-01,2026-08-01,39,shared_cluster
C00242,D04366,2025-06-01,2026-08-01,27,shared_cluster
C05232,D03084,2025-06-01,2026-08-01,34,shared_cluster
C04222,D03084,2025-06-01,2026-08-01,28,shared_cluster
C03237,D03084,2025-06-01,2026-08-01,9,shared_cluster
C06915,D04415,2025-06-01,2026-08-01,33,shared_cluster
C04160,D04415,2025-06-01,2026-08-01,10,shared_cluster
C06584,D04415,2025-06-01,2026-08-01,23,shared_cluster
C00239,D00133,2025-06-01,2026-08-01,27,shared_cluster
C09230,D00133,2025-06-01,2026-08-01,15,shared_cluster
C01400,D00133,2025-06-01,2026-08-01,15,shared_cluster
C02040,D00133,2025-06-01,2026-08-01,24,shared_cluster
C09834,D00133,2025-06-01,2026-08-01,9,shared_cluster
C01425,D03260,2025-06-01,2026-08-01,22,shared_cluster
C05912,D03260,2025-06-01,2026-08-01,47,shared_cluster
C02037,D00660,2025-06-01,2026-08-01,42,shared_cluster
C08724,D00660,2025-06-01,2026-08-01,12,shared_cluster
C00923,D01375,2025-06-01,2026-08-01,46,shared_cluster
C01941,D01375,2025-06-01,2026-08-01,8,shared_cluster
C02661,D01375,2025-06-01,2026-08-01,41,shared_cluster
C09947,D01375,2025-06-01,2026-08-01,6,shared_cluster
C00722,D01375,2025-06-01,2026-08-01,45,shared_cluster
C02769,D01375,2025-06-01,2026-08-01,25,shared_cluster
C09238,D04414,2025-06-01,2026-08-01,18,shared_cluster
C09749,D04414,2025-06-01,2026-08-01,41,shared_cluster
C08038,D03582,2025-06-01,2026-08-01,6,shared_cluster
C03221,D03582,2025-06-01,2026-08-01,23,shared_cluster
C08011,D03582,2025-06-01,2026-08-01,7,shared_cluster
C06572,D03582,2025-06-01,2026-08-01,8,shared_cluster
C01114,D04993,2025-06-01,2026-08-01,22,shared_cluster
C06388,D04993,2025-06-01,2026-08-01,23,shared_cluster
C02051,D04993,2025-06-01,2026-08-01,21,shared_cluster
C05462,D04993,2025-06-01,2026-08-01,11,shared_cluster
C09550,D04993,2025-06-01,2026-08-01,40,shared_cluster
C01206,D04993,2025-06-01,2026-08-01,12,shared_cluster
C02519,D01135,2025-06-01,2026-08-01,34,shared_cluster
C09990,D01135,2025-06-01,2026-08-01,32,shared_cluster
C04238,D01135,2025-06-01,2026-08-01,41,shared_cluster
C02532,D01968,2025-06-01,2026-08-01,19,shared_cluster
C08732,D01968,2025-06-01,2026-08-01,26,shared_cluster
C08201,D01968,2025-06-01,2026-08-01,8,shared_cluster
C06355,D01968,2025-06-01,2026-08-01,40,shared_cluster
C03458,D01968,2025-06-01,2026-08-01,18,shared_cluster
C01386,D00391,2025-06-01,2026-08-01,50,shared_cluster
C08612,D00391,2025-06-01,2026-08-01,35,shared_cluster
C07266,D00391,2025-06-01,2026-08-01,45,shared_cluster
C08262,D00391,2025-06-01,2026-08-01,7,shared_cluster
C06098,D01754,2025-06-01,2026-08-01,8,shared_cluster
C04648,D01754,2025-06-01,2026-08-01,30,shared_cluster
C07030,D01754,2025-06-01,2026-08-01,25,shared_cluster
C03845,D01754,2025-06-01,2026-08-01,37,shared_cluster
C09927,D01754,2025-06-01,2026-08-01,32,shared_cluster
C03439,D01394,2025-06-01,2026-08-01,49,shared_cluster
C08418,D01394,2025-06-01,2026-08-01,37,shared_cluster
C08662,D01386,2025-06-01,2026-08-01,48,shared_cluster
C08419,D01386,2025-06-01,2026-08-01,46,shared_cluster
C06478,D01386,2025-06-01,2026-08-01,42,shared_cluster
C09293,D01386,2025-06-01,2026-08-01,16,shared_cluster
C09491,D01386,2025-06-01,2026-08-01,18,shared_cluster
C09585,D01984,2025-06-01,2026-08-01,19,shared_cluster
C00778,D01984,2025-06-01,2026-08-01,36,shared_cluster
C07211,D01984,2025-06-01,2026-08-01,43,shared_cluster
C05938,D01984,2025-06-01,2026-08-01,14,shared_cluster
C06758,D01984,2025-06-01,2026-08-01,6,shared_cluster
C06989,D00783,2025-06-01,2026-08-01,30,shared_cluster
C08763,D00783,2025-06-01,2026-08-01,17,shared_cluster
C04298,D00783,2025-06-01,2026-08-01,39,shared_cluster
C07007,D00783,2025-06-01,2026-08-01,6,shared_cluster
C06945,D04487,2025-06-01,2026-08-01,35,shared_cluster
C04220,D04487,2025-06-01,2026-08-01,30,shared_cluster
C02357,D04487,2025-06-01,2026-08-01,42,shared_cluster
C08592,D01988,2025-06-01,2026-08-01,31,shared_cluster
C01793,D01988,2025-06-01,2026-08-01,44,shared_cluster
C06670,D01988,2025-06-01,2026-08-01,36,shared_cluster
C04586,D01988,2025-06-01,2026-08-01,14,shared_cluster
C07632,D01988,2025-06-01,2026-08-01,43,shared_cluster
C03422,D04966,2025-06-01,2026-08-01,7,shared_cluster
C08507,D04966,2025-06-01,2026-08-01,8,shared_cluster
C07318,D02003,2025-06-01,2026-08-01,29,shared_cluster
C05126,D02003,2025-06-01,2026-08-01,22,shared_cluster
C09190,D02003,2025-06-01,2026-08-01,20,shared_cluster
C02846,D02003,2025-06-01,2026-08-01,48,shared_cluster
C05020,D02003,2025-06-01,2026-08-01,45,shared_cluster
C08755,D04797,2025-06-01,2026-08-01,40,shared_cluster
C09931,D04797,2025-06-01,2026-08-01,47,shared_cluster
C02303,D04797,2025-06-01,2026-08-01,24,shared_cluster
C07263,D04797,2025-06-01,2026-08-01,14,shared_cluster
C00919,D04797,2025-06-01,2026-08-01,38,shared_cluster
C00197,D03141,2025-06-01,2026-08-01,14,shared_cluster
C03814,D03141,2025-06-01,2026-08-01,20,shared_cluster
C08460,D03141,2025-06-01,2026-08-01,42,shared_cluster
C02470,D01248,2025-06-01,2026-08-01,32,shared_cluster
C08488,D01248,2025-06-01,2026-08-01,19,shared_cluster
C04630,D01248,2025-06-01,2026-08-01,42,shared_cluster
C01298,D01248,2025-06-01,2026-08-01,12,shared_cluster
C06907,D03084,2025-06-01,2026-08-01,30,shared_cluster
C02932,D03084,2025-06-01,2026-08-01,50,shared_cluster
C02302,D03084,2025-06-01,2026-08-01,20,shared_cluster
C07918,D03084,2025-06-01,2026-08-01,39,shared_cluster
C09807,D03084,2025-06-01,2026-08-01,37,shared_cluster
C00380,D03674,2025-06-01,2026-08-01,37,shared_cluster
C00840,D03674,2025-06-01,2026-08-01,45,shared_cluster
C06759,D03467,2025-06-01,2026-08-01,37,shared_cluster
C08496,D03467,2025-06-01,2026-08-01,33,shared_cluster
C00612,D03467,2025-06-01,2026-08-01,6,shared_cluster
C05386,D03467,2025-06-01,2026-08-01,25,shared_cluster
C04917,D03467,2025-06-01,2026-08-01,13,shared_cluster
C02330,D00690,2025-06-01,2026-08-01,35,shared_cluster
C09574,D00690,2025-06-01,2026-08-01,30,shared_cluster
C03808,D00690,2025-06-01,2026-08-01,37,shared_cluster
C01763,D00690,2025-06-01,2026-08-01,17,shared_cluster
C08866,D00690,2025-06-01,2026-08-01,33,shared_cluster
C08058,D00690,2025-06-01,2026-08-01,45,shared_cluster
C06899,D00222,2025-06-01,2026-08-01,20,shared_cluster
C01330,D00222,2025-06-01,2026-08-01,26,shared_cluster
C07144,D00222,2025-06-01,2026-08-01,21,shared_cluster
C03132,D00222,2025-06-01,2026-08-01,38,shared_cluster
C03622,D00222,2025-06-01,2026-08-01,46,shared_cluster
C06787,D00222,2025-06-01,2026-08-01,29,shared_cluster
C08499,D03871,2025-06-01,2026-08-01,30,shared_cluster
C03988,D03871,2025-06-01,2026-08-01,41,shared_cluster
C09914,D03871,2025-06-01,2026-08-01,11,shared_cluster
C06619,D01602,2025-06-01,2026-08-01,23,shared_cluster
C06077,D01602,2025-06-01,2026-08-01,13,shared_cluster
C02547,D03755,2025-06-01,2026-08-01,25,shared_cluster
C02423,D03755,2025-06-01,2026-08-01,26,shared_cluster
C02124,D03192,2025-06-01,2026-08-01,24,shared_cluster
C08160,D03192,2025-06-01,2026-08-01,14,shared_cluster
C04405,D03192,2025-06-01,2026-08-01,25,shared_cluster
C01086,D04823,2025-06-01,2026-08-01,46,shared_cluster
C01639,D04823,2025-06-01,2026-08-01,25,shared_cluster
C06558,D04823,2025-06-01,2026-08-01,27,shared_cluster
C08904,D00745,2025-06-01,2026-08-01,48,shared_cluster
C09977,D00745,2025-06-01,2026-08-01,43,shared_cluster
C07360,D00745,2025-06-01,2026-08-01,42,shared_cluster
C08281,D00745,2025-06-01,2026-08-01,14,shared_cluster
C01257,D00745,2025-06-01,2026-08-01,49,shared_cluster
C06675,D00745,2025-06-01,2026-08-01,38,shared_cluster
C05692,D02813,2025-06-01,2026-08-01,26,shared_cluster
C07431,D02813,2025-06-01,2026-08-01,48,shared_cluster
C05588,D02813,2025-06-01,2026-08-01,20,shared_cluster
C05663,D02813,2025-06-01,2026-08-01,17,shared_cluster
C07174,D03619,2025-06-01,2026-08-01,48,shared_cluster
C07890,D03619,2025-06-01,2026-08-01,40,shared_cluster
C03169,D03619,2025-06-01,2026-08-01,36,shared_cluster
C05282,D03619,2025-06-01,2026-08-01,30,shared_cluster
C03310,D03619,2025-06-01,2026-08-01,25,shared_cluster
C02918,D03619,2025-06-01,2026-08-01,45,shared_cluster
C01735,D01293,2025-06-01,2026-08-01,35,shared_cluster
C03994,D01293,2025-06-01,2026-08-01,28,shared_cluster
C02304,D01293,2025-06-01,2026-08-01,40,shared_cluster
C07865,D01293,2025-06-01,2026-08-01,14,shared_cluster
C05490,D04595,2025-06-01,2026-08-01,21,shared_cluster
C07488,D04595,2025-06-01,2026-08-01,6,shared_cluster
C07249,D04595,2025-06-01,2026-08-01,40,shared_cluster
C01371,D04595,2025-06-01,2026-08-01,19,shared_cluster
C04278,D02852,2025-06-01,2026-08-01,21,shared_cluster
C03254,D02852,2025-06-01,2026-08-01,11,shared_cluster
C07557,D02852,2025-06-01,2026-08-01,27,shared_cluster
C01030,D00621,2025-06-01,2026-08-01,37,shared_cluster
C01363,D00621,2025-06-01,2026-08-01,49,shared_cluster
C04948,D00621,2025-06-01,2026-08-01,26,shared_cluster
C08859,D00621,2025-06-01,2026-08-01,40,shared_cluster
C03856,D00621,2025-06-01,2026-08-01,18,shared_cluster
C00048,D01804,2025-06-01,2026-08-01,42,shared_cluster
C09960,D01804,2025-06-01,2026-08-01,17,shared_cluster
C04345,D01804,2025-06-01,2026-08-01,29,shared_cluster
C02891,D00133,2025-06-01,2026-08-01,30,shared_cluster
C00873,D00133,2025-06-01,2026-08-01,8,shared_cluster
